review,sentiment
"This movie is based on the novel Island of dr. Moreau By H.G. Wells. It's a fairly good one too, it's at least better than the version by John Frankenheimer.",positive
"THis movie may be the worst movie I have ever seen. Basically it is right above Leprachaun 5, the only difference is that it missing Ice T. The scene where he does the chick with the carrott...priceless. Oh yeah they made a second one, genius",negative
"This is actually one of my favorite films, I would recommend that EVERYONE watches it. There is some great acting in it and it shows that not all ""good"" films are American....",positive
"I rented this movie because the cover was cool looking, the first 15 minutes of the movie are okay and somehow interesting, but once the young woman and her little sister go on their trip everything goes to hell and the movie becomes boring.",negative
"This was really the worst movie I've ever seen. Anyone who has seen it will know what I'm talking about. I saw it on Starz, so thank goodness I didn't waste my money. Please everyone, don't waste your time. I'm really suprised this wasn't straight to video.",negative
"Was struck at how even the acting was throughout. William Haines had an acting range that is wonderful for silent film. Not over the edge. There are moments where the camera work is most excellent, and combined with the story, like when he is waiting to see the Superintendent, very well done.<br /><br /> Thoroughly enjoyed the flick.<br /><br />",positive
i thought this movie was really really great! Helena did an amazing job in it! I thought she played her character very well! she's an AWESOME actress!! :)<br /><br />the movie was also really funny too! The jokes were great! i couldnt stop laughing! :)<br /><br />i think everyone should see it... :)<br /><br />,positive
"I enjoyed this movie extremely. It was the last great Mario Van Peebles movie I know of. It had a hip-hop old west flavor to it. Big Daddy Kane and Tone Loc had major parts. It shouldn't have won any Oscars, but it was enjoyable all the same.",positive
"This film is an excellent teaching tool as a pre-study of ""To Kill a Mockingbird."" In conjunction with a study of the novel itself, ""...Caged Bird..."" can be used as an independent literary study or as an introduction to TKM.",positive
"An eye opening documentary about the 1993 siege of a religious sect compound near Waco, Texas. Seventy-six people, including sect leader, David Koresh, perished in a flaming inferno that destroyed the compound. There is still heated debate over how the fire started. Homicide or suicide? Can you still trust government ethics?<br /><br />",positive
"The worst film ever made, bar none. Give yourself a pat on the back if you can possibly sit through every excruciatingly painful minute of it. Except for the bit where the hard-luck loser turned deranged psychopath from forced medical experimentation pours his pea soup on the doctor's head and laughs like any good raving lunatic should...that's all.",negative
"One of the funniest, most romantic, and most musical movies ever; definitely worth renting/buying especially if you have a taste for older style of cinematography.<br /><br /> The animals and the songs alone will make you smile while watching the movie. A definite must for Madonna fans. :o)",positive
"One of the funniest movies made in recent years. Good characterization, plot and exceptional chemistry make this one a classic",positive
"This film ain't half bad. It may be a little long at times, but carried along by beautiful scenery, an IMMENSELY beautiful love letter and great actors, you forget time and enjoy. The grand prize, however, goes to Blythe Danner and Geraldine McEwan as..........well that would be telling, but they are just GREAT!",positive
"The plot of the story and the performance of the lead actors are very much down-to-earth! The romance between two teen-age boys on the screen was done in good taste. You can easily relate to their emotions if you are one but if you are not one, you can appreciate the kind of love the film is trying to impart.",positive
"I once lived in the u.p and let me tell you what. I didn't have the foggyest idea what the heck this ""bear walk "" is. I never heard of it the whole 10 years I was up there. It was really funny in the beginning but went down hill quickly.",negative
"""Foxes"" is a great film. The four young actresses Jodie Foster, Cherie Currie, Marilyn Kagan and Kandice Stroh are wonderful. The song ""On the radio"" by Donna Summer is lovely. A great film. *****",positive
"If you're in the mood for some dopey light entertainment, this will pass the time. If you expect one jot of plausibility, don't bother. To me, the dance scene looked like it was exaggerated for comic effect; it didn't look especially hot or skilled.",negative
This is one of the worst movies I have ever seen! I saw it at the Toronto film festival and totally regret wasting my time. Completely unwatchable with no redeeming qualities whatsoever.<br /><br />Steer clear.,negative
"I was a huge fan of the original cartoon series, and was looking forward to finally seeing Gadget on the big screen -- but I never in my wildest dreams expected something so extremely extremely terrible. The pace was WAY too fast, there was no plot, and 'wowser!' - what the hell is that?? It was 'WOWSERS!!'.",negative
"great historical movie, will not allow a viewer to leave once you begin to watch. View is presented differently than displayed by most school books on this subject. My only fault for this movie is it was photographed in black and white; wished it had been in color ... wow !",positive
"if you like gangster type of movies, then this is the first one you should buy or at least rent, Al Pacino his performance is top notch. and the story is classic!! 10 / 10 !!!! Why isn't this movie in the TOP 250 list??",positive
"Morte a Venezia is one of my favorite movies. More than beautiful, it's really sublime. It gives you important aesthetic experiences, it's a masterpiece. I also recommend the novel. Luchino Visconti is a genius.",positive
This movie was so heart warming. A true testament to an actors real life everyday ups and downs.It was truly a wonderful experience to share the passion of the actor on film and respect for what it must have taken off screen. This film is a reminder to everyone to go for there dreams!Never give up!Hurray for The Stand -in!!!,positive
"The film is somewhat entertaining, but the greatest feature is Shalom Harlow's laughable performance. It has been 4 years since this movie was released and hopefully Harlow has gone through more training. Perhaps she should stick to the more worldly, somewhat corruptive characters that she has generated in other performances.",negative
"This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad. I really lost it with those out of the blue not so ""special effect"". Guys, If you're an insomniac go with your girl to see this movie. I give it three sleepies!",negative
"....shut it off. The prologue with Fu Manchu's birthday, and the opening credits of the assassins training, is amusing. Then it drops off faster than hair sprayed with Neat. Look for a cameo by Cato in the beginning, with a figurative wink at the audience.",negative
"Conventional wisdom is that a sequel is seldom as good as the original movie. There are occasional exceptions, but this is NOT one of them. Disney should have quit while they were ahead. This was a real disappointment after a reasonably entertaining 101 Dalmatians.",negative
"This movie is rich with action and gore. The story line is strong enough to support the action sequences. The English version needs a tad bit of help in the dubbing department but it was still enjoyable. This movie ranks among my personal favorites next to ""Hard Boiled"" ...",positive
"I had really only been exposed to Olivier's dramatic performances, and those were mostly much later films than *Divorce*. In this film, he is disarmed of his pomp and overconfidence by sassy Merle Oberon, and plays the flustered divorce attorney with great charm.",positive
"I´m from Germany and I love the mvovies. I go 200 times a year. Tonight I saw ""Pecker"", it was a wonderful evening. Thank you, Mr. Waters. Everybody who has a chance to see the movie, go!!!",positive
"Some movies are repellent but still fascinating (Pulp Fiction); others are simply boring. This movie has an almost unique feature of being both utterly repellent and totally boring. By the end I didn't care about any of the characters, I just wanted all of them dead so I could get out of the theatre.",negative
"This should be required viewing for all young people. This is documentary at its best, from the haunting music and terrific narration by Olivier to its unflinching and penetrating analyses, The World at War is unforgettable and irreplaceable for anyone who wants to know about humanity's sorry experience at the nadir of the 20th century.",positive
"There is little more that I would like to say about this movie than it really can touch your heart if you let it. Sure, it's surrounded by all the stereotypical Hollywood stuff, but I found myself actually engrossed in this movie and very interested in the outcome. I'd recommend it to all you romantics out there in a second!",positive
"A fantastic movie, and very overlooked. Gary has never been more handsome, and Ingrid is more beautiful than in ANY other film. If you don't believe, just watch the movie. Every cast member is wonderful; the love scenes between Gary and Ingrid will make your pulse race! The story is great, the script is Oscar caliber. Don't miss this film!!",positive
"Although it's been hailed as a comedy-drama I found ""Crooklyn"" to be mostly depressing. It's hard to imagine how Spike Lee could look back affectionately on so much chaos, petty cruelty, irresponsibility and mean-spiritedness.",negative
"This is a beautiful, funny, vivid film. It's even better than ""Nuovo Cinema Paradiso"" -- which it parallels but doesn't replicate. The story completes a full circle and had the theater beaming as the credits rolled. A hundred years after this story takes place, we're just as intrigued by flickering images in a dark theater.",positive
"This is the worst movie of ALL TIME! It's one of those that is so ridiculous and the acting so bad that you turn off the video 1/3 into it so that you can use your time for better purposes like cleaning the toilet. If you actually watch the whole thing, GOD help you.",negative
"I've seen about 820 movies released between 1931-39, and THE INFORMER is the worst major release I've seen from that time span. Awful, despicable, unpleasant, unhappy, unredeemable saga of a complete Loser. Watch a 1934 B Western instead.",negative
"Stilted, stagy, strange and opaque, if visually striking ... a wannabe-erotic fantasy. Really boring, way too much male nudity (including father-son incest), and just a sort of shameless pointlessness. I will confess, however, that certain passages of dialogue, taken on their own terms, do have a lulling, haunting quality.",negative
"It is so rare that I get to rate a movie without having some reservation as to whether I should have gone up one or down one but this one.....Did the explosion rate a notch higher, or one down because my brain hurt trying to CREATE a plot. No, THIS ONE....yeah, a solid, no brainer.....ONE/ten",negative
"Watched this on KQED, with Frank Baxter commenting, as I recall. Have never seen it since, but would like to find out where it is available.<br /><br />It is amazing how good something can be, but be in black and white, and have zero special effects. In fact, amazing how much BETTER something like that is!",positive
"You may like Tim Burton's fantasies, but not in a commercial-like show off lasting 8 minutes. It demonstrates good technical points without real creativity or some established narrative pace.",negative
"... It even beats the nasty ""raw"". Almost twenty years old is this show and still I laughed VERY MUCH when I was watching it last night. It shows Eddie Murphy dressed in tight red clothes(Old School)and he jokes with everything from celebertis to his family. He was only 22-years old then and this is a must-see!<br /><br />8/10",positive
"Took a very good book and completely butchered it. Nothing was as it should have been. Some of the best parts of the book were missing, including the major point of the whole book. Simply the worst adaptation of a Stephen King novel ever. This movie made the mini-series for IT look good.",negative
"A sincere tribute to Suzy Parker, who's just passed away. Not only is TBoE one of the cheesiest movies ever made, but Miss Parker's performance is, in this cheesy-movie-lover's opinion, among the worst performances of all time. Her last scene is especially overplayed. I loved it!",positive
"This was a great movie, and safe for the entire family (which one doesn't see much of anymore. My wife and I and 15 year-old son loved it. Even though you had an inkling of how it would end, it continued to be a fun journey, and the final ending surprised us. There should be more movies like this!!!",positive
"Life is too short to waste on two hours of Hollywood nonsense like this, unless you're a clueless naiive 16 year old girl with no sense of reality and nothing better to do. Dull characters, poor acting (artificial emotion), weak story, slow pace, and most important to this films flawed existence-no one cares about the overly dramatic relationship.",negative
"This is a family comedy -- in the very best senses of the term. Uncomplicatedly about faith and family, Ann Blyth, with the help of everybody's favorite Grandpa, Edmund Gwenn, gets divine help in lifting the O'Moyne's above the would-be vengeance schemes of Goldtooth McCarthy (John McIntire). Pure fun.",positive
"Friday the 13th meets the Matrix. As with all of these stupid horror movies, everyone knows who has been killed and who will be killed next, but do nothing to prevent anything, all with the added CGI action effects from the Matrix. Hasn't the world seen enough Matrix reproductions?",negative
"Why this worthless piece of French cinema has garnered any sort of attention, other than negative, is beyond me.<br /><br />Don't bother renting this one. It shouldn't have even come into this country.",negative
"I'm pretty sure Poe would have considered this a travesty. The first two stories are decent, nothing spectacular. And then there's Toby Dammit. What on earth was Fellini thinking? It's a rambling, random, dull piece, with little to recommend it. One should feel frustrated at the lack of backstory or conclusion, but there's only relief that it's over.",negative
"Why did this movie fail commercially? It's got a sharp script (by Ron Shelton) and great performances by Kurt Russell and, especially, Robin Williams, in a brilliant manic nerd turn that's different from any of his other work. A great renter.",positive
"Pointless movie about making a movie. No where near the flesh shown in the original, which was quite enjoyable and even had fun music. Not here.<br /><br />It's always fun seeing the Pathmark guy though.",negative
"Clint Eastwood reprises his role as Dirty Harry who this time is on the case of a vigilante (Sondra Locke)who is killing the people that raped her and her sister at a carnival many years ago. Eastwood makes the role his and the movie is mainly more action then talk, not that I'm complaining. Sudden Impact is indeed enjoyable entertainment.",positive
"Hargh... this film is so bad it's almost good. Trash at its best. Jesus' bro vs. pimps...come on. I'd say that you'd actually have to see this, it's so bad... my sides hurt when I laughed. I can't understand why this isn't in the worst 100.",negative
"Moonwalker is absolutely incredible !!!!!!! What else can I say !? Michael Jackson is the true King of pop, rock and soul !!! Moonwalker has everything ! Great story line, fantastic music, great visual effects, and of course it has Michael Jackson !!!!!!",positive
"I see it when I was 12 year old and I dream to see it again !<br /><br />What marvelous Sammy Davis Jr singing ""it ain't necessarily so !""",positive
"irritating, illogical flow of events. pretty much every joke is so simple that it can hardly be regarded as one. no wonder the cinema was empty and people actually walked away, yes away. I stayed, since I was enjoying a wonderful ice-cream with nuts during the whole movie.",negative
"Add this little gem to your list of holiday regulars. It is<br /><br />sweet, funny, and endearing",positive
"<br /><br />I didn't see They Call Me Trinity, but this sequel is really unfunny at all. It has many gags that are supposed to make people laugh. I guess the filmmaker just don't have the talent to do it right. Wonder why it was so popular in the 70s.",negative
"<br /><br />It sucked.<br /><br />I returned the video after watching half of it. Not funny,<br /><br />just a cheap and desperate attempt to cash in on a very very funny original. junk, forget it, don't waste your time etc etc",negative
"Story of Ireland in the 70/s. This film is a beautiful reconstruction of small time Ireland in the 1970/s. All the gang are there see below. Master Boyle , The Boys , The Cannon , SP O'Donnell , Senator Doogan's Daugter , Rose , Agnes , Maura and Una. See this film.Feel Ireland as it was.<br /><br />",positive
"Oh boy ! It was just a dream ! What a great idea ! Mr Lynch is very lucky most people try to tell classical stories. This way he can play with his little plantings and his even more little payoffs. Check out Polanski's ""The lodger"" for far more intelligent mix of fantasy and reality.",negative
"Routine suspense yarn about a sociopath (Dillon) who gives his sperm to a clinic of human reproduction and starts to harrass the lives of the woman (Antony) and his husband (Mancuso). Extremely predictable, far-fetched and with undecided tone all the way. Don't lose your time with this one...make a baby instead!",negative
"This episode is certainly different than all the other Columbos, though some of the details are still there, the setup is completely different. That makes this Columbo unique, and interesting to watch, even though at times you might wish for the old Columbo. I liked it a lot, but then, I like almost any Columbo.",positive
"bad acting , combats are very awful , 3-4 second between each text , bad music , bad effect and always the same plan during the movie. if you want laugh go it 2/10 ( for the fool laugh)",negative
Kenneth Branagh shows off his excellent skill in both acting and writing in this deep and thought provoking interpretation of Shakespeare's most classic and well-written tragedy. Kenneth plays the role of Hamlet with such a distinct emotion that provokes tears. Kate Winslet's performance is also of great note.,positive
"I saw this film on television years ago, but here several years after, I wake up in the morning, and still remember her face.<br /><br />This film is the most profoundly terrifying film I have seen.",positive
"Another B-movie for teenagers, based mainly on CGI-effects, industrial soundtrack and some medieval imagery. It's a pitty that the legend for Beowulf is used in such uninspired manner. I am a fan of Christopher Lambert, but I have to admit that he is getting worse as an actor and his movies too. Rent it if you are teenager only.",negative
Powers Booth is hypnotic as cult leader jim jones who led his Peoples Temple followers from 1953 until 1978 when he led them in a mass suicide in 1978 where over 900 died. A very well done movie which may seem a little dated due to the 70s time period but well worth the time 8 of 10,positive
"no comment - stupid movie, acting average or worse... screenplay - no sense at all... SKIP IT!",negative
"Blade is probably one of the best vampire/action movies ever made.It has it all:action,horror,blood.this movie is for action fans.It's either you like it a lot either you hate it and if you hate it ,it means you don't like action or vampires movies.Wesley snipes takes his role seriously and he his the perfect guy for blade",positive
"I really enjoyed this movie about a dog who becomes a Duke. It would have been very easy to mess this one up, but along with the humor, the script was filled with warmth and even some profundity about nobility and class. It's a feel good movie that the whole family can watch.. even the adults!",positive
"Great movie, great actors, great soundtrack! I loved it! Settings are perfect, dialogues, situations, storyline... all together mixed to give this masterpiece! Clooney and Turturro are magnificent and the Soggy Bottom Boys are simply charming and contagious with their music! :)",positive
This movie is pretty predictable nuff said....from the delayed kissing scene to the inevitable coming around of grandpa...this is a great movie for the 10-12 age group but beyond that it has no market..i give it 4/10 only because it achieved exactly what it set out to do and nothing more.,negative
"In an industry dominated by men and in lack of products with a female mark on it ; is it always nice to see a film shown from the woman's point of view. I would welcome more films from female writers and directors , and I think lots of other women with me.",positive
"I find this movie the best movie I have ever seen, because it reflects the inner strength of a young girl during the second world war. The movie is impressive, not least because it actually happened. It reminds me of the story of Anne Frank.<br /><br />",positive
I thought this was one of those really great films to see with a bunch of close friends. I laughed and cried and laughed and cried at the same time. It was just really touching. Although not a new concept this was a very well made film.,positive
"Wonderful songs, sprightly animation and authentic live action make this a classic adaptation of a classic tale. A nice British feel which sets it apart and above from the standard, saccharine sweet Disney cartoons.",positive
"I couldn't even sit through the whole thing! This movie was a piece of crap! I had more fun watching ""Dont' Tell Mom The Babysitter's Dead""! It was just too painful to watch. Say, besides ""Austin Powers"", has Tom Arnold ever been in a hit movie?",negative
The hero John Keem is going after some drug dealers who kidnaps girls for some reason. On his journey he uses karate and kung fu moves and I don't believe he got hit a single time during the movie. This is Crap.,negative
"I thought it was an original story, very nicely told. I think all you people are expecting too much. I mean...it's just a made for television movie! What are you expecting? Some Great wonderful dramtic piece? I thought it was a really great story for a made for television movie....and that's my opinion.",positive
"This movie was pretty good. The acting was great, and there were some really great actors in it like, Buchholz and Roger Moore. This film is full of surprises. Confusing at times...yes, but the twists and turns of the plot always keeps you in suspense. The only thing that this movie had too much of was exploding cars.",positive
"At least the jingle by Tim Finn was melodic. Roberts is the his usual inept self. Characters are inconsistent, dull, purposeless. Roberts changes his accent even within one line.",negative
"I'm a Don Johnson fan, but this is undoubtedly the WORST movie, done by anybody, that I've ever seen. The acting was bad, as was the cinematography. Don should stick to doing action, because as The King, he just didn't cut it.",negative
"Unremarkable and unmemorable remake of an old, celebrated English film. Although it may be overly maligned as a total disaster (which it is not), it never builds any tension and betrays its TV origins. Richard Burton sleepwalks through his role, and Sophia Loren's closed (in this movie) face doesn't display much passion, either. (**)",negative
"This is a skillfully crafted piece of cinema that deals with a teenage boys confused sexuality.The cut scenes within can be lengthy but the cinematography is beautiful.This film would not appeal to many people, especially those who are queasy about gay teenage relationships, but the more open minded can sympathize with the puzzled protagonist.",positive
"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",positive
"Chayanne is beautiful enough, Vanessa is beautiful enough, I liked the storyline. But I went in with the expectation to see lots of energetic hot salsa dancing, I was disappointed. There needed to be more dancing, especially salsa.",negative
"This is such a great movie to watch with young children. I'm always looking for an excuse to watch it over & over. Gena was good, Cheech was fun,the Russian was good, Maria was adorable & of course Paulie was the best!",positive
"Just a few words.... This movie really sucks. It's like those TV Movies with bad cast and plot. It's amazing how they could make this sequel worse than the III. Don't waste your time watching this crap, even if you like the tremors movies.",negative
"I, as a teenager really enjoyed this movie! Mary Kate and Ashley worked great together and everyone seemed so at ease. I thought the movie plot was very good and hope everyone else enjoys it to! Be sure and rent it!! Also they had some great soccer scenes for all those soccer players! :)",positive
"This movie had terrible acting, terrible plot, and terrible choice of actors. (Leslie Nielsen...COME ON!!!) The one part I considered slightly funny was the battling FBI/CIA agents, but because the audience was mainly kids they didn't understand that theme.",negative
this movie is the worst ive seen.. nicole kidman really dissapointed me.. this movie has nothing. i would not watch it again even if it were the last movie on earth. great actors but bad script.,negative
"Just as ""ITS A MAD, MAD, MAD, MAD WORLD"" is at the top of my list for all time greatest comedies ever made, this one is at the very bottom. (Of course, I could be wrong-not having seen ""SAVING SILVERMAN"") In other words, it's a lame, lame, lame, lame comedy.<br /><br />Rating: 1/2* out of *****",negative
"This film was reeeeeeallyyyy bad! Was it meant to be a comedy as I couldn't help laughing the whole way through it? what a waste of two hours! Donald Sutherland was wooden not that he was alone, everyone else was just as bad...and how miscast was linda hamilton???",negative
"This is a great story of family loyalty which, thankfully, doesn't resort to the usual tricks (or at least the ones I'm used to seeing in American and European films) of supersentimentality or high dramatic tension.<br /><br />It's very watchable and very lovable. It has some beautiful cinematography, but doesn't rely on that alone to entertain.",positive
"Undoubtedly the funniest movie I have ever seen. It's definitely worth the fourteen minutes it takes to watch. I will never look at my kitchen appliances the same way again. Bob Knickerbocker deserves an Oscar. ""Relax, kid. It's only a movie""",positive
"This is a disaster-movie, in both meanings of the word. Every character, every role, every conversation, every twist, everything in this movie stinks big time. It's a shame to see Dennis Hopper's talent wasted in this dreadful movie. I can give you 100's of examples but see for yourself.<br /><br />Or rather : don't.",negative
this is one amazing movie!!!!! you have to realize that chinese folklore is complicated and philosophical. there are always stories behind stories. i myself did not understand everything but knowing chinese folklore (i studied them in school)it is very complicated. you just have to take what it gives you.....ENJOY THE MOVIE AND ENJOY THE RIDE....HOORAY!!!!,positive
This is my favorite Mel Brooks movie because it was the first one I ever saw. I was in the fourth grade when it came out and I watched it all the time. I saw The Producers second and then Blazing Saddles. This is a sentimental favorite because it was my first Mel Brooks movie.,positive
"The story-line was rather interesting, but the characters were rather flat and at times too extreme in their thoughts/behavior. More extreme than necessary. Also, I think something went wrong in the casting. John Turtorro doesn't really satisfy me playing a semi-autistic chess player, not to speak of the Italian player. Motives weren't very much outlined either.<br /><br />",positive
"This film is the most romantic in years. David Duchovny is superb. He´ll make you cry, smile and dream. Minnie driver and James Belushi are very good too. But, David is astonish. Don´t miss the opportunity to see this little film and fall in love with Bob and Grace. Run, don´t walk!",positive
"The essence of this film falls on judgments by police officers who, fortunately ethical and moral men, act on situations within situations in a city with a super-abundance of violence and killing. Good compound interacting story lines and above-average characterizations.",positive
"I was in physical pain watching the eyes of the cast as they participated in this sham. Bad dialogue, worse (worst) acting, lifeless all the way, and the cast knew it. The two preceding movies which this attempted to copy had life, sparkle, and were captivating.",negative
"Good performances can't save this terrible script, larded with every cliche in the chick-flick book. Both main characters are deeply unsympathetic, and the scene where Laura Linney's character reminisces about sex with her dead husband in front of her teenage son -- which I think is supposed to be poignant -- is just horrifying.",negative
"I liked this movie because it told a very interesting story about living in a totally different world at the south pole. Susan Sarandon is such a good actor, that she made an interesting, strong character out of mediocre writing. The true story displays a devastating situation for her character to overcome.",positive
Well...I like this movie first of all because it's very well thought of... and well..because the um...director and others chose an extremely great actor to play Mike....and also my last reason because ( my opinion) Elijah Wood is so so hot!!!,positive
"If you haven't seen this, it's terrible. It is pure trash. I saw this about 17 years ago, and I'm still screwed up from it.",negative
"I really liked this film - not so much for the story (which was okay, but was a bit slow-moving in spots) but moreso for the incredibly beautiful scenery of Greece and the Greek isles! Susan Sarandon is utterly engaging as the carefree love interest of John Cassavetes - a man ""on the edge"". But the scenery! Oh oh oh!",positive
"I don't think the world was ready for this film. I know I wasn't. I'd been expected a standard low-budget schlock exploitation potboiler. Instead, I got the most intelligent reworking of Shakespeare since Peter Greenaway's ""Prospero's Books"". This should become the definitive film version of Romeo And Juliet. It won't of course. But that's the world's loss.",positive
"People, please don't bother to watch this movie! This movie is bad! It's totally waste of time. I don't see any point here. It's a Stupid film with lousy plot and the acting is poor. I rather get myself beaten than watch this movie ever again.",negative
"I really liked this quirky movie. The characters are not the bland beautiful people that show up in so many movies and on TV. It has a realistic edge, with a captivating story line. The main title sequence alone makes this movie fun to watch.",negative
"I love the movie. It brought me back to the best time of my life. <br /><br />We need that time again, now more than ever. For me it was a time of freedom, learning, and finding myself. I will always miss it. There will never be another time like the 60's, unfortunately.",positive
Absolutely fantastic! Whatever I say wouldn't do this underrated movie the justice it deserves. Watch it now! FANTASTIC!,positive
"I really liked this picture, because it realistically dealt with two people in love, and one of them having a disorder. Though the ending saddened me, I know that that was the best way for it to finish off. I would recommed this to everyone.",positive
"Totally un-funny ""jokes"" that fall flat, amateurish acting (with one or two exceptions), boring characters and dialogue that's, at best, mediocre. After watching this movie, one must wonder how on earth a producer could come across a project like this and think, ""I MUST make this film."" No wonder it couldn't get a theatrical release.",negative
"Robin Williams does his best to combine comedy and pathos, but comes off a bit shrill. Donald Moffat is too one-note as his father-in-law. Jeff Bridges is excellent though as the quarterback, and Holly Palance and Pamela Reed are marvelous, carrying the film through most of its rough spots. It fills time nicely, but is little more than that.",positive
This movie stinks. The stench resembles bad cowpies that sat in the sun too long. I can't believe that so many talented actors wasted their time making such a hopelessly awful film. Whew!,negative
I thought this was a quiet good movie. It was fun to watch it. What I liked best where the 'Outtakes' at the end of the movie. They were GREAT.,positive
"I must confess that I don't remember this film very well. But, certainly I liked it. I think it was the best adaptation from Burroughs novel, really. And of course it's one of the best movie from Christopher Lambert.<br /><br />A good movie about Tarzan, as cult as the ones with Weissmuller.",positive
Shah rukh khan plays an obbsessed lover who would go to any lengths to get his lady. Juhi chawla does a wonderful job of making the best of her character and sunny deol plays the hero and action man. this film is very good and i'd reecommend it to anyone.,positive
"A sadly inferior precursor to ""Who's Afraid of Virginia Woolf"" this film drags on and on, occasionally reviving your interest only to put you through more selfindulgent maundering and obvious but patently overdone plot points.<br /><br />It may list as 111 minutes but feels like three hours of painfully wasted time.",negative
"The scenes are fast-paced. the characters are great. I love Anne-Marie Johnson's acting. I really like the ending. <br /><br />However, I was disappointed that this movie didn't delve deeper into Achilles's and Athena's relationship. It only blossomed when they kissed each other.",positive
"For a mature man, to admit that he shed a tear over this film is a mature response, to a mature film.<br /><br />If one need admit more then perhaps one could say that, ""Life"" can never be the same, after viewing such advent for it has moved us to the next level.<br /><br />",positive
"Leonard Maltin compared this film to a Mel Brooks comedy. He was far too kind to Ms. Rivers, and far too cruel to Mr. Brooks. Not even the raunchiest Mel Brooks films are this tasteless, and at least they're genuinely funny. This picture deserves a place on the hundred-worst list.",negative
"The English translation of the title on the DVD version of this film is ""Graveyard of Horrors,"" but I think that must be an error. It should have been called ""Graveyard of Horribles."" Horrible acting, horrible editing, horrible story, and horrible music all make this a horrible film best left in a horrible graveyard.<br /><br />Horrible.",negative
"Like another ticket buyer I saw a nice cute poster about this film, it's five star review, and awards won. Thought what the heck, let's by a ticket for myself and my two sons. BAD IDEA. The movie was not a family film, it was gratuitous, and it contained nothing worth watching.",negative
"Young Quaids fake accent was difficult to accept at times.<br /><br />The show was billed as mystery/suspence but should have been listed as a romance.<br /><br />Don't rent this one if you are sleepy, it will knock you out.",negative
"One of my favorite movies of all time. Beautifully done, well written and well acted. It portrayed 20 something blacks in a way I don't think has yet been duplicated, and the dialog? Hmmmm, so stimulating. Makes me want to find love like that........",positive
"<br /><br />Heather Graham is not just a pretty face,she is also an extremely talented actress. She adds a unique flavour to the movie. Overall,it's an intelligent and yet compassionate look at love,marriage and relationships.I thoroughly enjoyed it!",positive
"This is one fine movie, I can watch it any time. Rauol Julia gave an outstanding performance, we lost him too soon. Richard Dryfus is a great talent. Only thing it needed more of was Dana Delany, what a babe!",positive
"Jim Carrey shines in this beautiful movie. This is now one of my favorite movies. I read all about the making and I thought it was incredible how the did it. I can't wait till this comes out on DVD. I saw this in theaters so many times, I can't even count how times I've seen it.",positive
"This documentary is incredibly thought-provoking, bringing you in to the lives of two long-time lovers who are in the final stages of AIDS. The past footage of their twenty-some-odd years together really brings their final moments home.<br /><br />If this movie doesn't make you feel the pain and agony of these two fascinating people, you don't have a heart.",positive
"As a big fan of Tiny Toon Adventures, I loved this movie!!! It was so funny!!! It really captured how cartoons spent their summers.",positive
This is one of the best of the genre. I saw it twice about 25yrs ago and have not had another opportunity to see it again since then. It rivals the Zatoichi series (also starring Katsu) in exciting swordplay.,positive
"I thoroughly enjoyed Manna from Heaven. The hopes and dreams and perspectives of each of the characters is endearing and we, the audience, get to know each and every one of them, warts and all. And the ending was a great, wonderful and uplifting surprise! Thanks for the experience; I'll be looking forward to more.",positive
"This is the very La Nouvelle Vague.One of the best films of the New Wave and I dare say one of the first ten ever made! Why? The atmosphere, the story,the actors (actress) are all brilliant. This is the theater, a fairy tale, the life, the film.Paris. Thank you Mr.Rivette.",positive
"Superb movie. Very good photography of 1969/70 Bolton, which seems now to be a different world. Thoughtful and an excellent dramatisation and production. James Mason a real first class star. It is and I would agree with the above comment that this movie is a national treasure.",positive
"Very funny, well-crafted, well-acted, meticulous attention to detail. A real window into a specific time and place in history. Could almost believe this was a true story in a parallel universe. Interesting how Passport to Pimlico anticipates the Berlin airlift. A definite 10.",positive
"The Guidelines state that a comment must contain a minimum of four lines. That is the only reason I am saying anything more about Tomcats. Because after all, my one line summary really says everything there is to say. There is absolutely NOTHING remotely entertaining in this film.",negative
"an oirish film not made for an irish audience. with fiorentino, baxendale and spacey each incapabable of a half decent oirish accents the powers-that-be had but one choice - force the irish actors to adopt equally bad oirish accents, reducing the whole thing to the lowest common denominator.",negative
"This movie tells the tender tale of a demented scientist who, after his fiance is decapitated, goes around ogling strippers so that he can find a suitable body to attach her noggin to. Everyone in this movie exudes more slime than a snail, particularly our protagonist.",negative
"This film is great. All the hi-tech machinery and technology is mind-boggling. It is packed with action, humour and not to mention, guys. You will want to see it again and again. Very very funny. Also, it has a very unique plot which is unpredictable. You wouldn't want to miss out on it.",positive
"Ruth Gordon is one of the more sympathetic killers that Columbo has ever had to deal with. And, the plot is ingenious all the way around. This is one of the best Columbo episodes ever. Mariette Hartley and G. D. Spradlin are excellent in their supporting roles. And Peter Falk delivers a little something extra in his scenes with Gordon.",positive
"Perhaps the funniest 'backstage at Hollywood' movie ever, especially for a look at comedy short factories like Keystone.<br /><br />Marion Davies should get a medal for bravery for taking a part where acting poorly in front of a camera is part of the role. Plenty of cameos for film buffs.",positive
